,Species,Gene,GeneName,Ala,Arg,Asn,Asp,Cys,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Trp,Tyr,Val
544,[Microcerotermes fuscotibialis],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,15,5,8,8,5,13,8,3,1,7
545,[Postsubulitermes parviconstrictus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,12,14,6,13,8,5,11,9,3,1,6
546,[Pseudacanthotermes militaris],ND3,NADH dehydrogenase subunit 3 ,5,3,7,3,1,1,6,3,1,13,15,5,12,8,5,11,9,3,1,3
547,[Orthotermes depressifrons],ND3,NADH dehydrogenase subunit 3 ,7,3,5,4,1,2,5,3,1,17,14,5,8,8,5,14,6,3,1,5
548,[Jugositermes tuberculatus],ND3,NADH dehydrogenase subunit 3 ,9,3,5,3,1,1,6,3,1,15,14,5,10,8,5,12,8,3,1,3
549,[Orthotermes mansuetus],ND3,NADH dehydrogenase subunit 3 ,7,3,5,4,1,2,5,3,1,17,14,5,8,8,5,14,5,3,1,6
550,[Homallotermes foraminifer],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,13,15,5,11,8,5,15,7,3,1,5
551,[Microtermes sp. B TB-2017],ND3,NADH dehydrogenase subunit 3 ,6,3,5,4,1,1,6,3,1,14,15,5,10,8,5,12,11,3,1,3
552,[Jugositermes tuberculatus],ND3,NADH dehydrogenase subunit 3 ,9,3,5,3,1,1,6,3,1,15,14,5,11,8,5,12,8,3,1,3
553,[Reticulitermes hageni],ND3,NADH dehydrogenase subunit 3 ,6,3,4,2,1,1,7,3,2,12,13,5,13,8,5,15,8,3,1,5
554,[Tetimatermes sp. A TB-2017],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,15,15,5,10,8,5,13,8,3,1,4
555,[Reticulitermes nelsonae],ND3,NADH dehydrogenase subunit 3 ,6,3,4,2,1,1,7,3,2,12,13,5,12,8,5,15,8,3,1,6
556,[Odontotermes sp. 7 TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,4,3,1,1,7,3,1,10,15,5,13,8,5,13,11,3,1,5
557,[Cavitermes tuberosus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,16,14,5,11,8,5,14,7,3,1,4
558,[Odontotermes obesus],ND3,NADH dehydrogenase subunit 3 ,7,3,4,3,1,1,7,3,1,11,14,5,13,8,5,13,9,3,1,5
559,[Cavitermes tuberosus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,15,14,5,11,8,5,14,7,3,1,5
560,[Pericapritermes nigerianus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,12,5,13,8,5,13,9,3,2,4
561,[Nasutitermes bikpelanus],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,13,15,5,8,8,5,14,9,3,1,5
562,[Reticulitermes virginicus],ND3,NADH dehydrogenase subunit 3 ,7,3,4,2,1,1,7,3,2,14,13,5,13,8,5,15,7,3,1,3
563,[Duplidentitermes sp. TB-2014],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,14,15,5,10,8,5,13,10,3,1,3
564,[Bulbitermes singaporiensis],ND3,NADH dehydrogenase subunit 3 ,9,3,5,3,1,1,6,3,1,13,15,5,10,8,5,12,8,3,1,5
565,[Glyptotermes sp. C TB-2014],ND3,NADH dehydrogenase subunit 3 ,5,3,2,3,1,1,6,3,1,13,18,6,13,9,4,14,7,3,1,4
566,[Macrotermes barneyi],ND3,NADH dehydrogenase subunit 3 ,5,3,6,3,1,1,6,3,1,12,14,5,14,8,5,13,8,3,1,5
567,[Procapritermes martyni],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,15,5,11,8,5,15,7,3,2,4
568,[Ancistrotermes pakistanicus],ND3,NADH dehydrogenase subunit 3 ,5,3,6,3,1,1,6,3,1,12,15,5,10,8,5,12,13,3,1,4
569,[Astalotermes murcus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,4,1,14,18,5,11,8,5,13,7,3,1,2
570,[Odontotermes formosanus],ND3,NADH dehydrogenase subunit 3 ,6,3,4,3,1,1,7,3,1,12,14,5,13,8,5,13,11,3,1,3
571,[Crepititermes verruculosus],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,16,15,5,10,8,5,12,8,3,1,5
572,[Anoplotermes group sp. Q TB-2017],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,12,14,5,12,8,5,12,9,3,1,5
573,[Ophiotermes mirandus],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,15,14,6,10,8,5,14,6,3,1,4
574,[Astalotermes cf. qietus RDCT073],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,13,18,5,12,8,5,14,6,3,1,2
575,[Microcerotermes progrediens],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,17,14,5,9,8,5,13,8,3,1,5
576,[Odontotermes obesus],ND3,NADH dehydrogenase subunit 3 ,7,3,4,3,1,1,7,3,1,10,14,5,13,8,5,13,10,3,1,5
577,[Procapritermes sp. C TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,12,14,5,10,9,5,14,8,3,2,5
578,[Nasutitermes sp. COL2012L08],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,15,13,5,11,8,5,13,8,3,1,4
579,[Cavitermes parmae],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,16,13,5,11,8,5,14,7,3,1,5
580,[Odontotermes mathuri],ND3,NADH dehydrogenase subunit 3 ,5,3,4,3,1,1,7,3,1,12,14,5,12,8,5,14,10,3,1,5
581,[Prorhinotermes canalifrons],ND3,NADH dehydrogenase subunit 3 ,8,3,4,4,1,1,6,3,1,11,15,5,11,8,5,13,9,3,1,5
582,[Syntermes spinosus],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,13,14,5,12,8,5,13,11,3,1,4
583,[Odontotermes nr. pauperans RDCT160],ND3,NADH dehydrogenase subunit 3 ,5,3,6,3,1,1,6,3,1,12,13,6,14,8,5,11,10,3,1,5
584,[Microcerotermes newmani],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,15,14,5,8,8,5,13,9,3,1,5
585,[Hospitalitermes hospitalis],ND3,NADH dehydrogenase subunit 3 ,8,3,4,3,1,1,6,3,1,15,15,5,7,8,5,14,8,3,1,4
586,[Labiotermes labralis],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,17,5,7,8,5,13,9,3,1,4
587,[Labiotermes labralis],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,17,5,9,8,5,13,9,3,1,4
588,[Pericapritermes latignathus],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,13,15,5,11,8,5,13,7,3,2,4
589,[Aparatermes nr. cingulatus G13-81],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,16,4,12,8,5,14,7,3,1,4
590,[Neocapritermes taracua],ND3,NADH dehydrogenase subunit 3 ,9,3,5,3,1,1,6,3,1,14,16,5,11,8,5,13,5,3,1,4
591,[Anoplotermes group sp. AF TB-2017],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,14,17,5,12,9,5,12,5,3,1,3
592,[Sinocapritermes sp. 1 TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,15,16,5,11,8,5,15,8,3,1,2
593,[Atlantitermes oculatissimus],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,14,16,5,9,8,5,14,7,3,1,4
594,[Microcerotermes parvus],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,17,15,5,9,8,5,15,6,3,1,5
595,[Odontotermes sp. 6 TB-2017],ND3,NADH dehydrogenase subunit 3 ,6,3,4,3,1,1,7,3,1,13,14,5,13,8,5,12,11,3,1,3
596,[Nasutitermes sp. 1 TB-2017],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,14,14,5,14,8,5,13,8,3,1,2
597,[Microcerotermes crassus],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,17,15,5,9,8,5,14,7,3,1,5
598,[Microcerotermes sp. A TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,16,14,4,8,8,5,15,8,3,1,5
599,[Nasutitermes matangensis],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,14,16,5,9,8,5,13,7,3,1,5
600,[Embiratermes brevinasus],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,16,15,5,7,8,5,13,8,3,1,6
601,[Silvestritermes heyeri],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,12,16,5,10,8,5,13,7,3,1,6
602,[Trichotermes ducis],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,15,14,5,10,8,5,12,10,3,1,4
603,[Aciculitermes aciculatus],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,15,15,5,11,8,5,12,8,3,1,4
604,[Promirotermes redundans],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,13,18,5,11,8,5,14,4,3,1,4
605,[Polyspathotermes sulcifrons],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,14,15,5,12,8,5,16,4,3,1,4
606,[Hospitalitermes hospitalis],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,14,15,5,7,8,5,13,9,3,1,4
607,[Occasitermes occasus],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,11,15,5,11,8,5,13,9,3,1,6
608,[Cephalotermes rectangularis],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,15,15,5,11,8,5,13,6,3,1,3
609,[Microcerotermes sp. H TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,16,15,5,8,8,5,13,10,3,1,5
610,[Macrotermes falciger],ND3,NADH dehydrogenase subunit 3 ,6,3,6,3,1,1,6,3,1,13,14,5,10,8,5,12,10,3,1,3
611,[Anenteotermes cf. polyscolus BDIT101],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,12,17,5,11,8,5,15,6,3,1,5
612,[Prohamitermes mirabilis],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,16,15,5,10,8,5,12,8,3,1,5
613,[Prohamitermes mirabilis],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,15,15,5,11,8,5,12,8,3,1,5
614,[Nasutitermes neoparvus],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,14,15,5,8,8,5,12,10,3,1,4
615,[Euhamitermes hamatus],ND3,NADH dehydrogenase subunit 3 ,7,3,5,3,1,1,6,3,1,14,15,5,11,8,5,12,8,3,1,5
616,[Astalotermes sp. B TB-2017],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,17,5,11,8,5,14,6,3,1,4
617,[Macrotermes annandalei],ND3,NADH dehydrogenase subunit 3 ,5,3,6,3,1,1,6,3,1,14,14,5,13,8,5,12,11,3,1,2
618,[Rhinotermes hispidus],ND4,NADH dehydrogenase subunit 4 ,21,7,8,5,14,4,7,35,7,31,82,3,21,55,15,57,4,15,22,33
619,[Symploce pallens],ND4,NADH dehydrogenase subunit 4 ,16,7,11,4,14,5,8,30,7,39,87,9,35,41,11,48,12,15,30,17
620,[Eupolyphaga sp. NS-2016],ND4,NADH dehydrogenase subunit 4 ,18,7,13,6,9,4,9,30,8,36,79,6,36,44,11,51,10,14,30,23
621,[Parrhinotermes microdentiformis],ND4,NADH dehydrogenase subunit 4 ,19,7,8,3,12,4,7,35,6,34,80,5,21,57,14,61,5,15,24,30
622,[Polyphaga plancyi],ND4,NADH dehydrogenase subunit 4 ,13,7,13,4,13,4,8,33,8,37,75,5,32,54,11,46,9,14,28,30
623,[Deropeltis paulinoi],ND4,NADH dehydrogenase subunit 4 ,13,7,19,3,12,5,7,32,6,46,91,8,31,41,13,49,8,13,31,10
624,[Paratemnopteryx couloniana],ND4,NADH dehydrogenase subunit 4 ,18,7,10,4,13,5,7,35,6,35,83,8,39,41,11,48,9,15,29,23
625,[Blattella bisignata],ND4,NADH dehydrogenase subunit 4 ,17,7,13,4,14,5,8,30,7,38,81,9,41,45,11,48,9,14,26,19
626,[Ectobiidae sp. BB],ND4,NADH dehydrogenase subunit 4 ,17,7,11,5,13,5,8,31,6,40,85,8,39,39,11,49,9,14,28,21
627,[Glyptotermes satsumensis],ND4,NADH dehydrogenase subunit 4 ,17,8,8,5,16,4,7,35,7,30,86,7,21,51,14,49,14,14,24,28
628,[Symploce macroptera],ND4,NADH dehydrogenase subunit 4 ,17,7,11,5,14,5,8,31,7,32,87,8,34,42,11,48,12,15,28,24
629,[Carbrunneria paramaxi],ND4,NADH dehydrogenase subunit 4 ,19,7,12,4,14,5,8,29,6,32,82,9,35,40,11,46,10,15,29,33
630,[Periplaneta fuliginosa],ND4,NADH dehydrogenase subunit 4 ,15,7,15,5,10,5,7,32,8,35,93,7,31,40,12,52,9,14,29,19
631,[Polyzosteria viridissima],ND4,NADH dehydrogenase subunit 4 ,16,7,15,4,13,5,7,32,6,40,91,8,28,41,13,49,8,14,31,18
632,[Therea regularis],ND4,NADH dehydrogenase subunit 4 ,16,7,13,4,14,4,10,35,7,33,82,10,29,49,11,45,8,14,27,28
633,[Rhyparobia maderae],ND4,NADH dehydrogenase subunit 4 ,19,7,15,4,10,7,11,30,7,37,95,8,32,36,12,49,10,13,24,18
634,[Rhyparobia sp. B054],ND4,NADH dehydrogenase subunit 4 ,20,7,15,4,11,7,11,30,7,33,95,8,32,35,12,48,10,13,25,21
635,[Tryonicus parvus],ND4,NADH dehydrogenase subunit 4 ,15,6,12,5,14,6,7,38,7,35,85,9,34,40,14,43,9,14,33,19
636,[Asiablatta kyotensis],ND4,NADH dehydrogenase subunit 4 ,17,7,12,3,16,5,8,31,6,35,87,9,41,39,11,46,9,15,29,19
637,[Parcoblatta pensylvanica],ND4,NADH dehydrogenase subunit 4 ,17,6,12,3,15,5,8,31,8,35,86,9,42,38,11,45,12,15,29,19
638,[Parcoblatta uhleriana],ND4,NADH dehydrogenase subunit 4 ,17,6,11,3,15,5,8,30,8,39,86,10,41,40,11,45,8,15,29,19
639,[Rhyparobia grandis],ND4,NADH dehydrogenase subunit 4 ,18,7,13,4,11,7,11,32,7,39,93,9,32,33,12,48,11,13,25,19
640,[Pycnoscelus femapterus],ND4,NADH dehydrogenase subunit 4 ,18,7,14,4,13,6,9,32,5,40,92,9,31,34,13,45,8,13,31,20
641,[Shelfordella lateralis],ND4,NADH dehydrogenase subunit 4 ,16,7,18,3,11,5,7,33,6,41,91,5,28,39,12,51,11,14,31,16
642,[Ischnoptera deropeltiformis],ND4,NADH dehydrogenase subunit 4 ,16,5,17,3,14,5,7,33,6,33,87,3,31,42,11,53,11,14,30,25
643,[Nasutitermes diabolus],ND4,NADH dehydrogenase subunit 4 ,17,7,9,3,15,4,7,34,6,28,87,7,19,50,13,58,8,14,24,37
644,[Cryptocercus kyebangensis],ND4,NADH dehydrogenase subunit 4 ,15,7,18,6,16,4,7,29,7,31,88,4,23,58,12,50,9,13,24,25
645,[Araujotermes parvellus],ND4,NADH dehydrogenase subunit 4 ,19,7,7,4,17,4,8,34,6,34,85,8,20,51,13,55,7,14,24,30
646,[Parcoblatta divisa],ND4,NADH dehydrogenase subunit 4 ,17,6,12,5,15,5,7,33,7,38,88,9,42,38,12,42,9,15,29,17
647,[Melanozosteria sp. Cairns, Australia],ND4,NADH dehydrogenase subunit 4 ,16,7,13,5,12,6,7,29,7,35,90,7,35,46,12,53,9,14,27,16
648,[Ischnoptera bilunata],ND4,NADH dehydrogenase subunit 4 ,16,6,14,4,15,5,7,35,6,34,88,9,33,45,11,46,9,14,27,22
649,[Shelfordella lateralis],ND4,NADH dehydrogenase subunit 4 ,16,7,16,4,12,5,7,33,6,41,91,5,27,38,12,51,11,14,31,18
650,[Neocapritermes angusticeps],ND4,NADH dehydrogenase subunit 4 ,19,7,8,5,17,4,7,34,6,29,88,8,20,51,13,53,7,14,23,34
651,[Blatta orientalis],ND4,NADH dehydrogenase subunit 4 ,16,7,17,5,14,5,7,32,6,43,95,6,28,38,12,44,10,14,31,15
652,[Periplaneta americana],ND4,NADH dehydrogenase subunit 4 ,16,7,18,4,12,5,8,32,7,36,91,5,30,41,13,47,10,14,30,19
653,[Periplaneta brunnea],ND4,NADH dehydrogenase subunit 4 ,18,7,14,6,10,5,7,33,7,32,89,6,34,40,12,49,11,14,31,19
654,[Cryptocercus hirtus],ND4,NADH dehydrogenase subunit 4 ,13,7,17,6,16,4,7,28,7,30,84,5,26,59,12,51,10,14,24,26
655,partial [Periplaneta americana],ND4,NADH dehydrogenase subunit 4 ,16,7,17,4,12,5,8,32,6,35,91,5,30,41,13,48,10,14,31,20
656,[Methana sp. AUS1],ND4,NADH dehydrogenase subunit 4 ,16,7,16,4,12,6,7,31,6,36,89,6,32,46,13,48,8,14,30,19
657,[Coatitermes sp. 2 TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,8,4,16,4,8,34,6,30,86,7,19,51,13,57,7,14,25,33
658,[Coatitermes kartaboensis],ND4,NADH dehydrogenase subunit 4 ,19,7,10,4,18,4,8,33,6,32,86,7,18,50,13,54,7,14,24,33
659,[Aciculitermes aciculatus],ND4,NADH dehydrogenase subunit 4 ,18,7,8,4,16,4,7,34,6,28,88,8,20,49,13,55,9,14,24,35
660,[Periplaneta australasiae],ND4,NADH dehydrogenase subunit 4 ,15,7,19,4,12,5,7,31,6,34,95,6,29,39,12,49,10,14,30,21
661,[Subulitermes group sp. A TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,10,4,16,4,8,34,6,28,85,8,20,51,13,53,8,14,24,36
662,[Havilanditermes proatripennis],ND4,NADH dehydrogenase subunit 4 ,16,7,10,3,16,4,7,34,6,28,88,6,19,50,14,57,8,14,27,33
663,[Anhangatermes macarthuri],ND4,NADH dehydrogenase subunit 4 ,19,7,9,3,16,4,8,34,6,30,88,8,20,48,13,53,8,14,25,34
664,[Eurycotis sp. B074],ND4,NADH dehydrogenase subunit 4 ,16,7,18,3,14,5,8,30,6,38,85,7,29,44,12,52,10,14,27,20
665,[Cryptocercus meridianus],ND4,NADH dehydrogenase subunit 4 ,15,7,18,6,15,4,7,27,7,33,84,6,26,57,12,49,9,14,25,25
666,[Elliptorhina javanica],ND4,NADH dehydrogenase subunit 4 ,18,7,15,4,12,7,9,37,8,35,91,10,36,30,13,41,13,13,26,20
667,[Pycnoscelus nigra],ND4,NADH dehydrogenase subunit 4 ,17,8,15,2,11,6,10,33,6,31,88,9,35,36,12,48,11,13,30,23
668,[Aparatermes sp. A TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,8,4,16,4,7,37,6,26,88,6,18,48,14,55,10,14,25,36
669,[Nasutitermes arborum],ND4,NADH dehydrogenase subunit 4 ,16,7,8,3,15,4,7,35,6,27,89,4,18,49,13,60,8,14,25,39
670,[Kemneritermes sarawakensis],ND4,NADH dehydrogenase subunit 4 ,17,7,7,4,15,4,7,37,6,28,86,7,20,51,13,56,9,14,23,36
671,[Cryptocercus relictus],ND4,NADH dehydrogenase subunit 4 ,15,7,18,5,16,4,7,27,7,29,83,5,26,60,12,48,9,14,23,27
672,[Neostylopyga rhombifolia],ND4,NADH dehydrogenase subunit 4 ,15,7,21,3,12,5,7,31,6,37,92,5,34,40,13,49,9,14,28,17
673,[Trinervitermes sp. IND2],ND4,NADH dehydrogenase subunit 4 ,19,7,8,3,16,4,7,37,6,31,88,6,19,49,14,54,7,14,24,34
674,[Melanozosteria nitida],ND4,NADH dehydrogenase subunit 4 ,16,6,12,6,12,6,7,29,7,34,91,8,32,42,12,56,9,14,29,18
675,[Nasutitermes sp. 3 TB-2017],ND4,NADH dehydrogenase subunit 4 ,16,7,9,4,17,4,7,35,6,28,86,6,22,49,14,53,8,14,24,38
676,[Pycnoscelus sp. B103],ND4,NADH dehydrogenase subunit 4 ,18,8,14,3,11,6,10,32,6,31,88,9,36,36,13,45,11,13,30,24
677,[Hospitalitermes sp. D TB-2017],ND4,NADH dehydrogenase subunit 4 ,17,7,9,3,16,4,7,33,7,28,88,4,19,49,13,61,8,14,23,37
678,[Neocapritermes sp. H TB-2017],ND4,NADH dehydrogenase subunit 4 ,19,7,8,3,17,4,7,37,6,30,91,5,18,47,13,54,9,14,25,33
679,[Anoplotermes group sp. 1 TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,9,3,18,4,7,38,6,24,91,6,19,45,15,52,9,14,25,37
680,[Eurycotis decipiens],ND4,NADH dehydrogenase subunit 4 ,15,7,15,4,13,5,8,31,8,39,87,6,29,46,12,50,11,14,28,16
681,[Panchlora nivea],ND4,NADH dehydrogenase subunit 4 ,16,6,16,3,10,6,9,31,7,39,79,8,34,45,12,49,14,13,29,19
682,[Procapritermes sp. 1 TB-2017],ND4,NADH dehydrogenase subunit 4 ,17,7,8,4,17,4,7,37,6,28,85,6,21,49,13,54,9,14,24,37
683,[Patawatermes sp. A TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,9,3,18,4,7,35,6,24,90,6,19,47,15,55,10,14,24,36
684,[Humutermes krishnai],ND4,NADH dehydrogenase subunit 4 ,19,7,9,4,18,4,7,36,6,26,90,8,18,47,14,52,10,14,24,34
685,[Nasutitermes nr. perparvus TB-2014],ND4,NADH dehydrogenase subunit 4 ,18,7,10,3,16,4,7,34,6,31,87,7,19,50,14,54,8,14,24,34
686,[Nasutitermes longirostris],ND4,NADH dehydrogenase subunit 4 ,16,7,9,4,17,4,7,35,6,30,87,6,21,48,14,53,8,14,25,36
687,[Microcerotermes sp. SB TB-2017],ND4,NADH dehydrogenase subunit 4 ,20,7,9,3,16,4,7,38,6,24,85,4,19,47,14,53,9,14,23,38
688,[Nasutitermes longirostris],ND4,NADH dehydrogenase subunit 4 ,16,7,9,4,17,4,7,35,6,29,87,6,21,49,14,53,8,14,24,37
689,[Reticulitermes speratus kyushuensis],ND4,NADH dehydrogenase subunit 4 ,20,8,7,3,16,4,7,36,6,21,89,4,20,48,14,58,8,14,22,41
690,[Microcerotermes crassus],ND4,NADH dehydrogenase subunit 4 ,21,7,9,5,15,4,7,35,6,25,79,2,19,46,12,52,9,12,23,36
691,[Microcerotermes crassus],ND4,NADH dehydrogenase subunit 4 ,21,7,9,5,15,4,7,35,6,26,79,2,19,46,12,52,9,12,23,36
692,[Microcerotermes sp. COL2012-T09],ND4,NADH dehydrogenase subunit 4 ,20,7,9,3,16,4,7,38,6,25,85,4,19,47,14,53,9,14,23,36
693,[Sphaerotermes sp. A TB-2017],ND4,NADH dehydrogenase subunit 4 ,18,7,7,5,17,4,7,32,7,24,90,7,18,47,14,54,11,14,25,39
694,[Mastotermes darwiniensis],ND4,NADH dehydrogenase subunit 4 ,16,7,12,4,14,4,7,33,6,34,81,6,31,45,12,56,8,13,30,27
695,[Reticulitermes kanmonensis],ND4,NADH dehydrogenase subunit 4 ,20,8,7,3,15,4,7,38,6,23,89,4,20,49,14,56,7,14,23,39
696,[Microcerotermes crassus],ND4,NADH dehydrogenase subunit 4 ,21,7,9,5,16,4,7,36,6,28,84,2,19,47,13,53,10,14,23,36
697,[Microcerotermes parvus],ND4,NADH dehydrogenase subunit 4 ,21,7,9,3,16,4,7,36,6,28,86,5,19,50,13,55,9,14,24,35
698,[Anoplotermes group sp. AF TB-2017],ND4,NADH dehydrogenase subunit 4 ,20,7,9,3,16,4,7,36,6,21,88,4,19,49,14,56,9,14,24,40
699,[Byrsotria sp. B018],ND4,NADH dehydrogenase subunit 4 ,17,7,13,4,11,5,8,33,6,27,90,8,43,34,12,51,8,13,33,22
700,[Reticulitermes lucifugus],ND4,NADH dehydrogenase subunit 4 ,20,8,9,4,15,4,7,37,6,22,89,6,20,47,14,52,7,14,23,42
701,[Procornitermes araujoi],ND4,NADH dehydrogenase subunit 4 ,21,7,7,3,16,4,7,33,6,35,85,5,19,47,14,59,8,15,25,31
702,[Panchlora nivea],ND4,NADH dehydrogenase subunit 4 ,16,6,14,3,11,6,9,32,7,35,80,8,34,43,12,50,12,13,31,23
703,[Nauphoeta cinerea],ND5,NADH dehydrogenase subunit 5 ,23,5,22,13,7,8,15,39,5,47,89,15,50,50,13,67,22,15,34,38
704,[Glyptotermes sp. C TB-2014],ND5,NADH dehydrogenase subunit 5 ,27,6,21,16,10,10,7,44,6,35,87,7,42,67,12,68,18,14,29,49
705,[Diploptera punctata],ND5,NADH dehydrogenase subunit 5 ,24,5,24,13,10,9,12,43,6,45,87,13,43,54,14,63,22,13,27,36
706,[Periplaneta fuliginosa],ND5,NADH dehydrogenase subunit 5 ,23,5,25,14,10,8,10,40,4,49,88,15,53,67,12,58,20,14,31,30
707,[Leptomyxotermes doriae],ND5,NADH dehydrogenase subunit 5 ,26,6,19,15,9,7,8,48,5,38,86,5,39,70,15,68,20,14,28,49
708,[Blatta orientalis],ND5,NADH dehydrogenase subunit 5 ,23,5,29,14,11,9,10,35,4,47,86,15,55,62,12,57,18,14,29,30
709,[Bulbitermes nr. laticephalus THAI100],ND5,NADH dehydrogenase subunit 5 ,22,5,19,14,8,7,9,49,4,46,80,7,38,63,13,61,19,13,25,38
710,[Reticulitermes chinensis],ND5,NADH dehydrogenase subunit 5 ,28,7,16,16,14,7,7,51,5,33,90,6,40,60,14,66,18,13,31,53
711,[Polyzosteria viridissima],ND5,NADH dehydrogenase subunit 5 ,23,5,25,15,9,8,8,38,6,47,81,14,51,67,13,64,17,14,29,31
712,[Schultesia lampyridiformis],ND5,NADH dehydrogenase subunit 5 ,25,5,31,13,9,8,13,36,5,49,92,16,52,52,13,61,18,13,29,21
713,[Procapritermes sp. G TB-2017],ND5,NADH dehydrogenase subunit 5 ,25,7,18,16,6,7,9,45,4,37,84,7,41,61,14,60,24,13,27,43
714,[Reticulitermes kanmonensis],ND5,NADH dehydrogenase subunit 5 ,28,6,16,16,13,7,7,50,5,36,90,7,39,63,14,65,19,14,31,49
715,[Oriensubulitermes inanis],ND5,NADH dehydrogenase subunit 5 ,24,6,20,14,7,7,8,47,4,40,80,8,42,62,14,60,19,14,25,39
716,[Aparatermes nr. cingulatus G13-81],ND5,NADH dehydrogenase subunit 5 ,28,5,16,15,9,7,8,46,5,40,77,9,41,59,14,59,21,14,28,39
717,[Nasutitermes similis],ND5,NADH dehydrogenase subunit 5 ,24,5,18,16,10,7,9,51,4,41,84,8,38,68,14,66,18,15,27,50
718,[Nasutitermes similis],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,7,7,9,49,5,39,79,8,38,63,14,63,18,14,25,45
719,[Sinocapritermes sp. 1 TB-2017],ND5,NADH dehydrogenase subunit 5 ,23,6,19,15,6,7,8,46,4,45,80,6,40,60,13,66,20,14,26,36
720,[Neocapritermes sp. H TB-2017],ND5,NADH dehydrogenase subunit 5 ,24,6,20,14,7,7,9,49,4,40,78,6,40,60,13,61,22,14,26,40
